Date,Close,High,Low,Open,Volume,future_return,target,volatility,close_vs_high,close_vs_low,volatility_lag1,volatility_lag2,volatility_lag3,volatility_lag4,volatility_lag5,volatility_lag6,volatility_lag7,volatility_lag8,volatility_lag9,volatility_lag10,volatility_lag11,volatility_lag12,volatility_lag13,volatility_lag14,volatility_lag15,volatility_lag16,volatility_lag17,volatility_lag18,volatility_lag19,volatility_lag20,close_vs_high_lag1,close_vs_high_lag2,close_vs_high_lag3,close_vs_high_lag4,close_vs_high_lag5,close_vs_high_lag6,close_vs_high_lag7,close_vs_high_lag8,close_vs_high_lag9,close_vs_high_lag10,close_vs_high_lag11,close_vs_high_lag12,close_vs_high_lag13,close_vs_high_lag14,close_vs_high_lag15,close_vs_high_lag16,close_vs_high_lag17,close_vs_high_lag18,close_vs_high_lag19,close_vs_high_lag20,close_vs_low_lag1,close_vs_low_lag2,close_vs_low_lag3,close_vs_low_lag4,close_vs_low_lag5,close_vs_low_lag6,close_vs_low_lag7,close_vs_low_lag8,close_vs_low_lag9,close_vs_low_lag10,close_vs_low_lag11,close_vs_low_lag12,close_vs_low_lag13,close_vs_low_lag14,close_vs_low_lag15,close_vs_low_lag16,close_vs_low_lag17,close_vs_low_lag18,close_vs_low_lag19,close_vs_low_lag20
2022-01-03,10.84315299987793,10.891609541048576,10.634415981754437,10.638143517375982,52704700,0.08284641776906865,1,0.18387678050967413,0.9664451444820921,1.050939204030428,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,0.8372332118241432,0.8098059635838021,0.7602275410818408,0.6982663478375589,0.6366908207982814,0.5505603843416873,0.945182598198659,0.9481726623636361,0.9561460534695148,0.9551493370810077,0.9411960726468094,0.9355482114465392,0.9368771949647304,0.9355482114465392,0.9631229831885207,0.9863786222467891,0.9734219042000084,0.9674418608705994,0.9790695953991888,0.9850498087296874,0.9740606406380711,0.9760558922294098,0.9928982385309453,0.9870173876948319,0.9937802245385603,0.9954370248574592,1.0858778904653426,1.089313041063766,1.1202462759160736,1.121020916707918,1.133765706862943,1.1269622877539143,1.1515365113360383,1.193729529580332,1.2387304172751592,1.2937379970463836,1.276743915791911,1.268900467946683,1.2841514493040638,1.2919951201233746,1.2763082244329194,1.2789225955609533,1.2793582869199451,1.2618150215357125,1.2561371495658493,1.2386663788610213
2022-01-04,10.884153366088867,10.958701933226424,10.776056983950689,10.869243226088592,51739200,0.0835618620465226,1,0.18479311665973014,0.9700994879048026,1.0549130382307905,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,0.8372332118241432,0.8098059635838021,0.7602275410818408,0.6982663478375589,0.6366908207982814,0.9664451444820921,0.945182598198659,0.9481726623636361,0.9561460534695148,0.9551493370810077,0.9411960726468094,0.9355482114465392,0.9368771949647304,0.9355482114465392,0.9631229831885207,0.9863786222467891,0.9734219042000084,0.9674418608705994,0.9790695953991888,0.9850498087296874,0.9740606406380711,0.9760558922294098,0.9928982385309453,0.9870173876948319,0.9937802245385603,1.050939204030428,1.0858778904653426,1.089313041063766,1.1202462759160736,1.121020916707918,1.133765706862943,1.1269622877539143,1.1515365113360383,1.193729529580332,1.2387304172751592,1.2937379970463836,1.276743915791911,1.268900467946683,1.2841514493040638,1.2919951201233746,1.2763082244329194,1.2789225955609533,1.2793582869199451,1.2618150215357125,1.2561371495658493
2022-01-05,10.462952613830566,10.91024692290429,10.414496073975688,10.880427349696356,78459800,0.12183825635862466,1,0.1984975372778538,0.9325580622810176,1.0140894527552062,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,0.8372332118241432,0.8098059635838021,0.7602275410818408,0.6982663478375589,0.9700994879048026,0.9664451444820921,0.945182598198659,0.9481726623636361,0.9561460534695148,0.9551493370810077,0.9411960726468094,0.9355482114465392,0.9368771949647304,0.9355482114465392,0.9631229831885207,0.9863786222467891,0.9734219042000084,0.9674418608705994,0.9790695953991888,0.9850498087296874,0.9740606406380711,0.9760558922294098,0.9928982385309453,0.9870173876948319,1.0549130382307905,1.050939204030428,1.0858778904653426,1.089313041063766,1.1202462759160736,1.121020916707918,1.133765706862943,1.1269622877539143,1.1515365113360383,1.193729529580332,1.2387304172751592,1.2937379970463836,1.276743915791911,1.268900467946683,1.2841514493040638,1.2919951201233746,1.2763082244329194,1.2789225955609533,1.2793582869199451,1.2618150215357125
2022-01-06,10.455499649047852,10.67914684863839,10.377223520216331,10.544959097647943,61163100,0.13083758977381632,1,0.2060628015662135,0.931893783023284,1.0133670971012279,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,0.8372332118241432,0.8098059635838021,0.7602275410818408,0.9325580622810176,0.9700994879048026,0.9664451444820921,0.945182598198659,0.9481726623636361,0.9561460534695148,0.9551493370810077,0.9411960726468094,0.9355482114465392,0.9368771949647304,0.9355482114465392,0.9631229831885207,0.9863786222467891,0.9734219042000084,0.9674418608705994,0.9790695953991888,0.9850498087296874,0.9740606406380711,0.9760558922294098,0.9928982385309453,1.0140894527552062,1.0549130382307905,1.050939204030428,1.0858778904653426,1.089313041063766,1.1202462759160736,1.121020916707918,1.133765706862943,1.1269622877539143,1.1515365113360383,1.193729529580332,1.2387304172751592,1.2937379970463836,1.276743915791911,1.268900467946683,1.2841514493040638,1.2919951201233746,1.2763082244329194,1.2789225955609533,1.2793582869199451
2022-01-07,10.50395679473877,10.54495898231914,10.369768334261078,10.477864752080292,47507600,0.12739512467409098,1,0.20762418124654367,0.9362127457059074,1.0180636566833507,0.2060628015662135,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,0.8372332118241432,0.8098059635838021,0.931893783023284,0.9325580622810176,0.9700994879048026,0.9664451444820921,0.945182598198659,0.9481726623636361,0.9561460534695148,0.9551493370810077,0.9411960726468094,0.9355482114465392,0.9368771949647304,0.9355482114465392,0.9631229831885207,0.9863786222467891,0.9734219042000084,0.9674418608705994,0.9790695953991888,0.9850498087296874,0.9740606406380711,0.9760558922294098,1.0133670971012279,1.0140894527552062,1.0549130382307905,1.050939204030428,1.0858778904653426,1.089313041063766,1.1202462759160736,1.121020916707918,1.133765706862943,1.1269622877539143,1.1515365113360383,1.193729529580332,1.2387304172751592,1.2937379970463836,1.276743915791911,1.268900467946683,1.2841514493040638,1.2919951201233746,1.2763082244329194,1.2789225955609533
2022-01-10,10.440587997436523,10.526319180602044,10.332491601393714,10.433132926477429,37455200,0.14066397204905123,1,0.21170899120400458,0.9305647145045478,1.0119218312015985,0.20762418124654367,0.2060628015662135,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,0.8372332118241432,0.9362127457059074,0.931893783023284,0.9325580622810176,0.9700994879048026,0.9664451444820921,0.945182598198659,0.9481726623636361,0.9561460534695148,0.9551493370810077,0.9411960726468094,0.9355482114465392,0.9368771949647304,0.9355482114465392,0.9631229831885207,0.9863786222467891,0.9734219042000084,0.9674418608705994,0.9790695953991888,0.9850498087296874,0.9740606406380711,1.0180636566833507,1.0133670971012279,1.0140894527552062,1.0549130382307905,1.050939204030428,1.0858778904653426,1.089313041063766,1.1202462759160736,1.121020916707918,1.133765706862943,1.1269622877539143,1.1515365113360383,1.193729529580332,1.2387304172751592,1.2937379970463836,1.276743915791911,1.268900467946683,1.2841514493040638,1.2919951201233746,1.2763082244329194
2022-01-11,10.74996566772461,10.835696845587,10.380948209532242,10.474134457892577,73623800,0.14389758268072228,1,0.19554300617561948,0.959733813828184,1.0419073089091444,0.21170899120400458,0.20762418124654367,0.2060628015662135,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,0.9305647145045478,0.9362127457059074,0.931893783023284,0.9325580622810176,0.9700994879048026,0.9664451444820921,0.945182598198659,0.9481726623636361,0.9561460534695148,0.9551493370810077,0.9411960726468094,0.9355482114465392,0.9368771949647304,0.9355482114465392,0.9631229831885207,0.9863786222467891,0.9734219042000084,0.9674418608705994,0.9790695953991888,0.9850498087296874,1.0119218312015985,1.0180636566833507,1.0133670971012279,1.0140894527552062,1.0549130382307905,1.050939204030428,1.0858778904653426,1.089313041063766,1.1202462759160736,1.121020916707918,1.133765706862943,1.1269622877539143,1.1515365113360383,1.193729529580332,1.2387304172751592,1.2937379970463836,1.276743915791911,1.268900467946683,1.2841514493040638,1.2919951201233746
2022-01-12,11.077982902526855,11.1488046628361,10.79096974729319,10.79096974729319,81378200,0.13963662696977575,1,0.20396079095191033,0.9913277089295747,1.073699368991227,0.19554300617561948,0.21170899120400458,0.20762418124654367,0.2060628015662135,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.959733813828184,0.9305647145045478,0.9362127457059074,0.931893783023284,0.9325580622810176,0.9700994879048026,0.9664451444820921,0.945182598198659,0.9481726623636361,0.9561460534695148,0.9551493370810077,0.9411960726468094,0.9355482114465392,0.9368771949647304,0.9355482114465392,0.9631229831885207,0.9863786222467891,0.9734219042000084,0.9674418608705994,0.9790695953991888,1.0419073089091444,1.0119218312015985,1.0180636566833507,1.0133670971012279,1.0140894527552062,1.0549130382307905,1.050939204030428,1.0858778904653426,1.089313041063766,1.1202462759160736,1.121020916707918,1.133765706862943,1.1269622877539143,1.1515365113360383,1.193729529580332,1.2387304172751592,1.2937379970463836,1.276743915791911,1.268900467946683,1.2841514493040638
2022-01-13,11.301630973815918,11.417181752227004,10.995980114883784,11.007162723486733,76717500,0.11741378235179112,1,0.24351476383190873,0.9898792205538336,1.0953757693911952,0.20396079095191033,0.19554300617561948,0.21170899120400458,0.20762418124654367,0.2060628015662135,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.9913277089295747,0.959733813828184,0.9305647145045478,0.9362127457059074,0.931893783023284,0.9325580622810176,0.9700994879048026,0.9664451444820921,0.945182598198659,0.9481726623636361,0.9561460534695148,0.9551493370810077,0.9411960726468094,0.9355482114465392,0.9368771949647304,0.9355482114465392,0.9631229831885207,0.9863786222467891,0.9734219042000084,0.9674418608705994,1.073699368991227,1.0419073089091444,1.0119218312015985,1.0180636566833507,1.0133670971012279,1.0140894527552062,1.0549130382307905,1.050939204030428,1.0858778904653426,1.089313041063766,1.1202462759160736,1.121020916707918,1.133765706862943,1.1269622877539143,1.1515365113360383,1.193729529580332,1.2387304172751592,1.2937379970463836,1.276743915791911,1.268900467946683
2022-01-14,11.722833633422852,11.77874525601268,11.271811694494549,11.286721839694422,96458800,0.03465808870964704,1,0.33011121741632193,0.9952531766860916,1.1361995397306706,0.24351476383190873,0.20396079095191033,0.19554300617561948,0.21170899120400458,0.20762418124654367,0.2060628015662135,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.9898792205538336,0.9913277089295747,0.959733813828184,0.9305647145045478,0.9362127457059074,0.931893783023284,0.9325580622810176,0.9700994879048026,0.9664451444820921,0.945182598198659,0.9481726623636361,0.9561460534695148,0.9551493370810077,0.9411960726468094,0.9355482114465392,0.9368771949647304,0.9355482114465392,0.9631229831885207,0.9863786222467891,0.9734219042000084,1.0953757693911952,1.073699368991227,1.0419073089091444,1.0119218312015985,1.0180636566833507,1.0133670971012279,1.0140894527552062,1.0549130382307905,1.050939204030428,1.0858778904653426,1.089313041063766,1.1202462759160736,1.121020916707918,1.133765706862943,1.1269622877539143,1.1515365113360383,1.193729529580332,1.2387304172751592,1.2937379970463836,1.276743915791911
